LONGITUDE,LATITUDE,id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,geometry
-79.49983426,43.77077015,7625651,2,BP-11699,70,The Pond Rd,,,Seneca Lane,,,7,,Rack,Existing,0,304813.343,4847867.805,"{u'type': u'Point', u'coordinates': (-79.4998342614, 43.770770152)}"
-79.50421178,43.76816595,7625652,7,BP-11900,8,Assiniboine Rd,,,Nelson Rd,,,7,,Rack,Existing,0,304460.91,4847578.496,"{u'type': u'Point', u'coordinates': (-79.5042117859, 43.7681659541)}"
-79.40012741,43.65305776,7625653,66,BP-03501,8,Kensington Ave,,,Kensington Ave,,,11,Kensington Market,Ring,Existing,0,312856.125,4834795.334,"{u'type': u'Point', u'coordinates': (-79.4001274087, 43.6530577621)}"
-79.41149341,43.64145121,7625654,108,BP-12883,21,Canniff St,,,Strachan Ave,,,10,,Ring,Existing,0,311940.672,4833504.872,"{u'type': u'Point', u'coordinates': (-79.4114934143, 43.6414512067)}"
-79.36478674,43.65197019,7625655,171,BP-14805,359,King St E,,,Derby St,,,13,St. Lawrence Market Neighbourhood,Ring,Temporarily Removed,0,315707.043,4834678.549,"{u'type': u'Point', u'coordinates': (-79.3647867345, 43.6519702)}"
-79.30206303,43.6696526,7625656,219,BP-12074,1960,Queen St E,,,Kenilworth Ave,,,19,The Beach,Ring,Existing,0,320761.996,4836653.121,"{u'type': u'Point', u'coordinates': (-79.3020630339, 43.6696525999)}"
-79.39533618,43.67200033,7625657,244,BP-15966,87,Avenue Rd,Avenue Rd,East,Elgin Ave,North,,11,,Ring,Existing,0,313239.951,4836900.226,"{u'type': u'Point', u'coordinates': (-79.3953361766, 43.6720003272)}"
-79.39211961,43.64531759,7625658,275,BP-03939,50,Blue Jays Way,,,Mercer St,,,10,Toronto Entertainment District,Ring,Temporarily Removed,0,313503.184,4833936.254,"{u'type': u'Point', u'coordinates': (-79.3921196079, 43.6453175951)}"
-79.44391316,43.6577609,7625659,289,BP-05924,1313,Bloor St W,,,St Helens Ave,,,9,Bloordale Village,Ring,Temporarily Removed,0,309323.837,4835314.509,"{u'type': u'Point', u'coordinates': (-79.4439131599, 43.657760908)}"
-79.37406138,43.65708838,7625660,323,BP-07928,189,Dundas St E,,,Dundas St E,,,13,,Ring,Temporarily Removed,0,314958.036,4835245.974,"{u'type': u'Point', u'coordinates': (-79.3740613855, 43.6570883871)}"
-79.37970552,43.63964568,7625661,353,BP-08045,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314505.596,4833307.513,"{u'type': u'Point', u'coordinates': (-79.3797055199, 43.6396456737)}"
-79.39206794,43.65562777,7625662,354,BP-07766,162,Mc Caul St,,,Mc Caul St,,,11,,Ring,Existing,0,313505.863,4835081.661,"{u'type': u'Point', u'coordinates': (-79.3920679391, 43.6556277675)}"
-79.42344238,43.67540296,7625663,369,BP-15331,911,Davenport Rd,,,Davenport Rd,,,12,,,Existing,0,310973.155,4837275.766,"{u'type': u'Point', u'coordinates': (-79.423442385, 43.6754029632)}"
-79.37732394,43.65141694,7625664,373,BP-08916,20,Lombard St,,,Lombard St,,,13,St. Lawrence Market Neighbourhood,,Existing,0,314695.814,4834615.514,"{u'type': u'Point', u'coordinates': (-79.3773239407, 43.6514169411)}"
-79.50353633,43.76862303,7625665,410,BP-11634,8,Assiniboine Rd,,,Scholars Walk,,,7,,Rack,Existing,0,304515.293,4847629.273,"{u'type': u'Point', u'coordinates': (-79.5035363297, 43.7686230297)}"
-79.41402787,43.63993819,7625666,416,BP-08338,50,Western Battery Rd,,,Pirandello St,East,,10,,,Existing,0,311736.367,4833336.57,"{u'type': u'Point', u'coordinates': (-79.4140278737, 43.6399381912)}"
-79.37748222,43.65208985,7625667,439,BP-06263,105,Victoria St,,,Victoria St,,,13,St. Lawrence Market Neighbourhood,,Existing,0,314682.936,4834690.252,"{u'type': u'Point', u'coordinates': (-79.3774822183, 43.6520898543)}"
-79.43244178,43.63576646,7625668,449,BP-15776,131,Dunn Ave,Dunn Ave,East,King St W,South,,4,,Ring,Existing,0,310251.081,4832871.742,"{u'type': u'Point', u'coordinates': (-79.4324417802, 43.6357664625)}"
-79.38616276,43.65737398,7625669,451,BP-15128,180,Elizabeth St,,,Walton St,,,11,,,Existing,0,313981.912,4835276.292,"{u'type': u'Point', u'coordinates': (-79.3861627617, 43.6573739814)}"
-79.44002952,43.63998136,7625670,454,BP-03697,1556,Queen St W,,,Dowling Ave,,,4,Parkdale Village,,Existing,0,309638.509,4833339.522,"{u'type': u'Point', u'coordinates': (-79.4400295272, 43.6399813607)}"
-79.38249821,43.66542268,7625671,455,BP-13734,46,Wellesley St E,,,Wellesley St E,,,13,,Ring,Temporarily Removed,0,314276.222,4836170.871,"{u'type': u'Point', u'coordinates': (-79.382498214, 43.6654226858)}"
-79.39913545,43.66562234,7625672,470,BP-14932,2,Sussex Ave,,,Sussex Ave,,,11,,,Existing,0,312934.444,4836191.286,"{u'type': u'Point', u'coordinates': (-79.3991354493, 43.6656223388)}"
-79.46328824,43.65596065,7625673,492,BP-03667,55,Oakmount Rd,,,Bloor St W,,,4,,Rack,Existing,0,307761.175,4835113.637,"{u'type': u'Point', u'coordinates': (-79.4632882468, 43.6559606528)}"
-79.40486406,43.66948572,7625674,510,BP-11207,59,Spadina Rd,,,Lowther Ave,,,11,,,Existing,0,312471.955,4836619.942,"{u'type': u'Point', u'coordinates': (-79.4048640658, 43.6694857255)}"
-79.29657452,43.67084929,7625675,561,BP-05510,2078,Queen St E,,,Leuty Ave,,,19,The Beach,,Existing,0,321204.274,4836787.137,"{u'type': u'Point', u'coordinates': (-79.2965745185, 43.6708492864)}"
-79.39233142,43.64885835,7625676,607,BP-16195,324,Richmond St W,Richmond St W,North,Widmer St,West,,10,Toronto Entertainment District,Ring,Temporarily Removed,0,313485.586,4834329.589,"{u'type': u'Point', u'coordinates': (-79.3923314199, 43.6488583469)}"
-79.39102424,43.70813716,7625677,620,BP-03606,794,Mount Pleasant Rd,,,Brownlow Ave,,,12,Mount Pleasant Village,Ring,Temporarily Removed,0,313582.386,4840915.299,"{u'type': u'Point', u'coordinates': (-79.3910242322, 43.7081371656)}"
-79.40256641,43.64547149,7625678,629,BP-11260,125,Bathurst St,,,Bathurst St,,,10,,,Existing,0,312660.375,4833952.309,"{u'type': u'Point', u'coordinates': (-79.4025664048, 43.6454714934)}"
-79.39494065,43.68008813,7625679,641,BP-12372,77,Cottingham St,,,Gange Ave,,,12,,,Existing,0,313270.708,4837798.779,"{u'type': u'Point', u'coordinates': (-79.3949406497, 43.6800881275)}"
-79.30891986,43.67293862,7625680,663,BP-09551,203,Kingston Rd,,,Rainsford Rd,,,19,,,Existing,0,320208.209,4837016.885,"{u'type': u'Point', u'coordinates': (-79.3089198515, 43.6729386255)}"
-79.41777106,43.63968241,7625681,706,BP-10566,61,Hanna Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,311434.389,4833307.848,"{u'type': u'Point', u'coordinates': (-79.4177710593, 43.6396824074)}"
-79.50950843,43.64788277,7625682,721,BP-14256,2980,Bloor St W,,,Willingdon Blvd,,,3,The Kingsway,,Existing,0,304032.946,4834215.619,"{u'type': u'Point', u'coordinates': (-79.5095084293, 43.64788277)}"
-79.4754177,43.65177594,7625683,767,BP-10390,254A,Kennedy Ave,,,Bloor St W,,,4,Bloor West Village,Rack,Existing,0,306782.95,4834648.378,"{u'type': u'Point', u'coordinates': (-79.4754176918, 43.6517759428)}"
-79.40246337,43.72556572,7625684,890,BP-10113,3080,Yonge St,Yonge St,West,Lawrence Ave W,North,,8,Yonge Lawrence Village,Ring,Existing,0,312658.225,4842850.387,"{u'type': u'Point', u'coordinates': (-79.4024633684, 43.7255657207)}"
-79.37967029,43.63962003,7625685,933,BP-03347,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314508.443,4833304.668,"{u'type': u'Point', u'coordinates': (-79.3796702843, 43.6396200277)}"
-79.39287955,43.68538127,7625686,967,BP-13006,2,Jackes Ave,Yonge St,East,Jackes Ave,North,,12,Yonge & St. Clair,Ring,Temporarily Removed,0,313436.131,4838387.033,"{u'type': u'Point', u'coordinates': (-79.3928795463, 43.6853812709)}"
-79.42039615,43.65927586,7625687,970,BP-11369,563,Crawford St,,,Crawford St,,,11,,,Existing,0,311220.504,4835484.363,"{u'type': u'Point', u'coordinates': (-79.4203961522, 43.6592758656)}"
-79.3991186,43.66558065,7625688,985,BP-05479,2,Sussex Ave,,,Sussex Ave,,,11,,,Existing,0,312935.808,4836186.656,"{u'type': u'Point', u'coordinates': (-79.3991186059, 43.6655806477)}"
-79.44365594,43.6471432,7625689,1109,BP-16825,251,Sorauren Ave,,,Fermanagh Ave,,,4,,Rack,Existing,0,309345.384,4834134.955,"{u'type': u'Point', u'coordinates': (-79.443655946, 43.6471431938)}"
-79.50479697,43.76788469,7625690,1134,BP-12471,8,Assiniboine Rd,,,Kidd Ter,,,7,,,Existing,0,304413.795,4847547.252,"{u'type': u'Point', u'coordinates': (-79.5047969717, 43.7678846983)}"
-79.42965365,43.64184494,7625691,1152,BP-13362,1229,Queen St W,,,Noble St,,,4,Parkdale Village,,Existing,0,310475.475,4833547.212,"{u'type': u'Point', u'coordinates': (-79.4296536519, 43.6418449425)}"
-79.42866416,43.65319565,7625692,1168,BP-19328,1000,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310554.223,4834808.279,"{u'type': u'Point', u'coordinates': (-79.428664155, 43.6531956543)}"
-79.39012354,43.67097963,7625693,1169,BP-19324,1262,Bay St,Bay St,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313660.441,4836787.375,"{u'type': u'Point', u'coordinates': (-79.390123543, 43.6709796269)}"
-79.42851341,43.65322928,7625694,1170,BP-19329,998,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310566.379,4834812.026,"{u'type': u'Point', u'coordinates': (-79.4285134156, 43.6532292882)}"
-79.42854398,43.65322372,7625695,1171,BP-19330,998,College St,College St,North,Rusholme Rd,West,,9,College Promenade,Ring,Existing,0,310563.914,4834811.406,"{u'type': u'Point', u'coordinates': (-79.4285439812, 43.6532237264)}"
-79.42571092,43.65381806,7625696,1172,BP-19331,924,College St,College St,North,Dovercourt Rd,East,,9,College Promenade,Ring,Existing,0,310792.381,4834877.634,"{u'type': u'Point', u'coordinates': (-79.4257109124, 43.6538180622)}"
-79.42567869,43.6538246,7625697,1173,BP-19332,924,College St,College St,North,Dovercourt Rd,East,,9,College Promenade,Ring,Existing,0,310794.979,4834878.362,"{u'type': u'Point', u'coordinates': (-79.4256786963, 43.6538245943)}"
-79.39865569,43.70774157,7625698,1174,BP-19384,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8,,Ring,Existing,0,312967.418,4840870.57,"{u'type': u'Point', u'coordinates': (-79.3986556959, 43.7077415687)}"
-79.40228801,43.72489142,7625699,1175,BP-19382,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8,,Ring,Existing,0,312672.442,4842775.492,"{u'type': u'Point', u'coordinates': (-79.4022880024, 43.7248914229)}"
-79.4022824,43.72486879,7625700,1176,BP-19383,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8,,Ring,Existing,0,312672.897,4842772.978,"{u'type': u'Point', u'coordinates': (-79.4022823918, 43.724868789)}"
-79.39861355,43.70747886,7625701,1177,BP-19388,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312970.85,4840841.388,"{u'type': u'Point', u'coordinates': (-79.3986135532, 43.7074788563)}"
-79.39865002,43.70771835,7625702,1178,BP-19385,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8,,Ring,Existing,0,312967.879,4840867.991,"{u'type': u'Point', u'coordinates': (-79.3986500148, 43.7077183494)}"
-79.39860577,43.70743024,7625703,1179,BP-19389,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312971.484,4840835.988,"{u'type': u'Point', u'coordinates': (-79.3986057683, 43.7074302425)}"
-79.3986157,43.70749888,7625704,1180,BP-19387,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312970.674,4840843.613,"{u'type': u'Point', u'coordinates': (-79.3986157033, 43.707498886)}"
-79.39860322,43.7074103,7625705,1181,BP-19390,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8,,Ring,Existing,0,312971.692,4840833.773,"{u'type': u'Point', u'coordinates': (-79.398603221, 43.7074103024)}"
-79.43946308,43.66972085,7625706,1200,BP-19355,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9,,Ring,Existing,0,309681.801,4836643.446,"{u'type': u'Point', u'coordinates': (-79.4394630811, 43.6697208517)}"
-79.4596293,43.65469938,7625707,1201,BP-19463,1729,Bloor St W,Bloor St W,South,Keele St,East,,4,Bloor By The Park,Ring,Existing,0,308056.374,4834973.653,"{u'type': u'Point', u'coordinates': (-79.4596293037, 43.6546993737)}"
-79.48471232,43.64905791,7625708,1202,BP-19356,2461,Bloor St W,Bloor St W,South,Jane St,West,,4,Bloor West Village,Ring,Existing,0,306033.247,4834346.24,"{u'type': u'Point', u'coordinates': (-79.4847123272, 43.6490579104)}"
-79.39740275,43.64491737,7625709,1204,BP-19333,499,King St W,King St W,South,Brant St,East,,10,,Ring,Existing,0,313077.024,4833891.251,"{u'type': u'Point', u'coordinates': (-79.3974027587, 43.6449173701)}"
-79.39193703,43.64491614,7625710,1205,BP-19335,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313517.971,4833891.674,"{u'type': u'Point', u'coordinates': (-79.3919370352, 43.6449161416)}"
-79.39193993,43.64492706,7625711,1206,BP-19336,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313517.736,4833892.887,"{u'type': u'Point', u'coordinates': (-79.3919399285, 43.644927063)}"
-79.39193142,43.64490274,7625712,1207,BP-19334,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10,Toronto Entertainment District,Ring,Existing,0,313518.426,4833890.186,"{u'type': u'Point', u'coordinates': (-79.3919314193, 43.6449027423)}"
-79.33646353,43.66179499,7625713,1208,BP-19337,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317989.597,4835774.14,"{u'type': u'Point', u'coordinates': (-79.3364635363, 43.6617949874)}"
-79.33655715,43.66177031,7625714,1209,BP-19339,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317982.052,4835771.383,"{u'type': u'Point', u'coordinates': (-79.336557153, 43.6617703046)}"
-79.33659778,43.66176171,7625715,1210,BP-19340,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317978.777,4835770.422,"{u'type': u'Point', u'coordinates': (-79.3365977826, 43.6617617124)}"
-79.33668873,43.66173931,7625716,1211,BP-19341,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14,Leslieville,Ring,Existing,0,317971.447,4835767.919,"{u'type': u'Point', u'coordinates': (-79.3366887272, 43.661739312)}"
-79.40310319,43.66512156,7625717,1212,BP-19343,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11,,Ring,Existing,0,312614.522,4836135.272,"{u'type': u'Point', u'coordinates': (-79.4031031869, 43.66512157)}"
-79.40312403,43.66517381,7625718,1213,BP-19344,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11,,Ring,Existing,0,312612.834,4836141.074,"{u'type': u'Point', u'coordinates': (-79.4031240334, 43.6651738134)}"
-79.40737806,43.6619227,7625719,1214,BP-19345,169,Harbord St,Harbord St,South,Borden St,West,,11,,Ring,Existing,0,312270.159,4835779.502,"{u'type': u'Point', u'coordinates': (-79.4073780624, 43.6619227069)}"
-79.40740254,43.6619156,7625720,1215,BP-19346,169,Harbord St,Harbord St,South,Borden St,West,,11,,Ring,Existing,0,312268.186,4835778.71,"{u'type': u'Point', u'coordinates': (-79.4074025364, 43.6619155977)}"
-79.40357936,43.66269117,7625721,1216,BP-19347,93,Harbord St,Harbord St,South,Robert St,East,,11,Harbord Street,Ring,Existing,0,312576.433,4835865.223,"{u'type': u'Point', u'coordinates': (-79.4035793645, 43.6626911699)}"
-79.40636021,43.65683887,7625722,1217,BP-19348,410,College St,College St,North,Lippincott St,East,,11,,Ring,Existing,0,312352.888,4835214.808,"{u'type': u'Point', u'coordinates': (-79.4063602129, 43.6568388713)}"
-79.40352768,43.64567697,7625723,1218,BP-19349,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10,,Ring,Existing,0,312582.798,4833975.046,"{u'type': u'Point', u'coordinates': (-79.4035276848, 43.6456769727)}"
-79.40251406,43.6431886,7625724,1219,BP-19351,82,Bathurst St,Bathurst St,West,King St W,South,,10,,Ring,Existing,0,312664.895,4833698.698,"{u'type': u'Point', u'coordinates': (-79.4025140687, 43.6431886022)}"
-79.39619085,43.64668494,7625725,1221,BP-19353,398,Adelaide St W,Adelaide St W,North,Spadina Ave,West,,10,,Ring,Existing,0,313174.549,4834087.739,"{u'type': u'Point', u'coordinates': (-79.396190851, 43.6466849368)}"
-79.3884916,43.6489205,7625726,1230,BP-19444,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313795.334,4834336.903,"{u'type': u'Point', u'coordinates': (-79.3884915956, 43.6489205019)}"
-79.38847606,43.64892433,7625727,1231,BP-19445,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313796.587,4834337.33,"{u'type': u'Point', u'coordinates': (-79.388476056, 43.6489243303)}"
-79.38846429,43.64892734,7625728,1232,BP-19446,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313797.536,4834337.666,"{u'type': u'Point', u'coordinates': (-79.3884642864, 43.6489273433)}"
-79.38836439,43.64894574,7625729,1233,BP-19447,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313805.592,4834339.721,"{u'type': u'Point', u'coordinates': (-79.3883643881, 43.6489457436)}"
-79.38835181,43.64894843,7625730,1234,BP-19448,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313806.607,4834340.021,"{u'type': u'Point', u'coordinates': (-79.388351801, 43.6489484317)}"
-79.38834174,43.64895059,7625731,1235,BP-19449,30,Nelson St,Nelson St,North,Duncan St,East,,10,Toronto Entertainment District,Ring,Existing,0,313807.418,4834340.262,"{u'type': u'Point', u'coordinates': (-79.3883417436, 43.6489505912)}"
-79.42286964,43.63764357,7625732,1236,BP-19359,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,311023.237,4833080.951,"{u'type': u'Point', u'coordinates': (-79.4228696291, 43.6376435752)}"
-79.42286022,43.63761914,7625733,1237,BP-19358,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,311023.999,4833078.237,"{u'type': u'Point', u'coordinates': (-79.4228602162, 43.6376191391)}"
-79.3847577,43.6510555,7625734,1238,BP-19421,100,Richmond St W,York St,East,Queen St W,South,,10,Financial District,Ring,Existing,0,314096.216,4834574.501,"{u'type': u'Point', u'coordinates': (-79.3847577055, 43.6510555041)}"
-79.38593827,43.65000072,7625735,1239,BP-19423,145,Richmond St W,University Ave,East,Richmond St W,South,,10,Financial District,Ring,Existing,0,314001.145,4834457.19,"{u'type': u'Point', u'coordinates': (-79.3859382671, 43.6500007296)}"
-79.38589163,43.64990941,7625736,1240,BP-19424,145,Richmond St W,University Ave,East,Richmond St W,,,10,Financial District,Ring,Existing,0,314004.921,4834447.05,"{u'type': u'Point', u'coordinates': (-79.3858916309, 43.6499094092)}"
-79.38586527,43.65010224,7625737,1241,BP-19425,145,Richmond St W,Richmond St W,South,University Ave,East,,10,Financial District,Ring,Existing,0,314007.018,4834468.476,"{u'type': u'Point', u'coordinates': (-79.3858652704, 43.6501022461)}"
-79.3858391,43.65010685,7625738,1242,BP-19426,145,Richmond St W,Richmond St W,South,University Ave,East,,10,Financial District,Ring,Existing,0,314009.128,4834468.991,"{u'type': u'Point', u'coordinates': (-79.3858391051, 43.6501068556)}"
-79.38593722,43.6472281,7625739,1243,BP-19418,75,Simcoe St,Simcoe St,East,King St W,South,,10,Financial District,Ring,Existing,0,314001.652,4834149.167,"{u'type': u'Point', u'coordinates': (-79.3859372289, 43.6472281016)}"
-79.38592699,43.6472012,7625740,1244,BP-19419,75,Simcoe St,Simcoe St,East,King St W,South,,10,Financial District,Ring,Existing,0,314002.482,4834146.179,"{u'type': u'Point', u'coordinates': (-79.3859269913, 43.6472011953)}"
-79.38591531,43.64717241,7625741,1245,BP-19420,75,Simcoe St,Simcoe St,East,King St W,South,,10,Financial District,Ring,Existing,0,314003.429,4834142.983,"{u'type': u'Point', u'coordinates': (-79.3859153068, 43.6471724153)}"
-79.37618647,43.65299077,7625742,1268,BP-03998,69,Queen St E,,,Berti St,,,13,,,Existing,0,314787.308,4834790.494,"{u'type': u'Point', u'coordinates': (-79.3761864782, 43.6529907723)}"
-79.42098161,43.63912786,7625743,1283,BP-07798,102,Atlantic Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,311175.414,4833245.989,"{u'type': u'Point', u'coordinates': (-79.4209816128, 43.6391278554)}"
-79.37954558,43.63950839,7625744,1343,BP-14326,145,Queens Quay W,,,York St,,,10,The Waterfront,,Existing,0,314518.522,4833292.28,"{u'type': u'Point', u'coordinates': (-79.3795455849, 43.6395083873)}"
-79.4177104,43.6396802,7625745,1349,BP-15552,61,Hanna Ave,,,Hanna Ave,,,10,Liberty Village,,Existing,0,311439.283,4833307.608,"{u'type': u'Point', u'coordinates': (-79.4177104044, 43.6396802034)}"
-79.42130525,43.67085755,7625746,1371,BP-13552,258,Christie St,,,Melville Ave,,,11,,,Existing,0,311145.96,4836770.955,"{u'type': u'Point', u'coordinates': (-79.421305249, 43.6708575441)}"
-79.50023759,43.6208903,7625747,1399,BP-14485,433,Royal York Rd,,,Algoma St,,,3,,,Existing,0,304780.825,4831216.874,"{u'type': u'Point', u'coordinates': (-79.5002375876, 43.6208903021)}"
-79.3643032,43.65127874,7625748,1415,BP-19581,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315746.173,4834601.796,"{u'type': u'Point', u'coordinates': (-79.3643032015, 43.6512787458)}"
-79.36439381,43.65125937,7625749,1416,BP-19582,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315738.867,4834599.632,"{u'type': u'Point', u'coordinates': (-79.3643938156, 43.6512593744)}"
-79.36444667,43.65124807,7625750,1417,BP-19583,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315734.606,4834598.369,"{u'type': u'Point', u'coordinates': (-79.3644466635, 43.6512480684)}"
-79.36449953,43.65123677,7625751,1418,BP-19584,238,Front St E,Front St E,North,Berkeley St,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315730.344,4834597.107,"{u'type': u'Point', u'coordinates': (-79.3644995238, 43.6512367713)}"
-79.36360538,43.65143984,7625752,1419,BP-19585,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315802.435,4834619.786,"{u'type': u'Point', u'coordinates': (-79.3636053719, 43.6514398498)}"
-79.36349788,43.65146481,7625753,1420,BP-19586,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315811.102,4834622.574,"{u'type': u'Point', u'coordinates': (-79.3634978726, 43.6514648172)}"
-79.36345079,43.65147687,7625754,1421,BP-19587,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315814.898,4834623.919,"{u'type': u'Point', u'coordinates': (-79.3634507872, 43.6514768678)}"
-79.36340193,43.65149128,7625755,1422,BP-19588,260,Front St E,Front St E,North,Berkeley St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315818.837,4834625.527,"{u'type': u'Point', u'coordinates': (-79.3634019236, 43.6514912836)}"
-79.394815,43.67064727,7625756,1423,BP-19589,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,,11,Bloor-Yorkville,Ring,Existing,0,313282.169,4836749.962,"{u'type': u'Point', u'coordinates': (-79.3948149943, 43.6706472734)}"
-79.39487069,43.67019834,7625757,1424,BP-19590,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313277.741,4836700.083,"{u'type': u'Point', u'coordinates': (-79.3948706883, 43.6701983473)}"
-79.39485807,43.67016728,7625758,1425,BP-19591,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313278.763,4836696.633,"{u'type': u'Point', u'coordinates': (-79.3948580691, 43.6701672811)}"
-79.39482957,43.67010385,7625759,1426,BP-19593,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11,Bloor-Yorkville,Ring,Existing,0,313281.07,4836689.589,"{u'type': u'Point', u'coordinates': (-79.3948295716, 43.6701038495)}"
-79.38677237,43.67049358,7625760,1427,BP-19594,,Yonge St,Yonge St,East,Bloor St E,North,,11,Bloor Street,Ring,Existing,0,313930.753,4836733.742,"{u'type': u'Point', u'coordinates': (-79.3867723749, 43.6704935884)}"
-79.38677718,43.67050283,7625761,1428,BP-19595,,Yonge St,Yonge St,East,Bloor St E,North,,11,Bloor Street,Ring,Existing,0,313930.364,4836734.768,"{u'type': u'Point', u'coordinates': (-79.3867771814, 43.6705028285)}"
-79.38426737,43.6711414,7625762,1429,BP-19596,,Park Rd,Park Rd,East,Bloor St E,North,,11,Bloor Street,Ring,Existing,0,314132.658,4836805.989,"{u'type': u'Point', u'coordinates': (-79.3842673693, 43.6711413987)}"
-79.37501228,43.66766121,7625763,1430,BP-19598,490,Sherbourne St,Sherbourne St,West,Lourdes Lane,South,,13,,Ring,Existing,0,314879.569,4836420.441,"{u'type': u'Point', u'coordinates': (-79.3750122815, 43.667661209)}"
-79.37304114,43.65367931,7625764,1463,BP-13582,145,Queen St E,,,Jarvis St,,,13,,Ring,Existing,0,315040.907,4834867.37,"{u'type': u'Point', u'coordinates': (-79.3730411392, 43.6536793105)}"
-79.39940575,43.67444844,7625765,1472,BP-19427,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,,11,,Ring,Temporarily Removed,0,312911.456,4837171.793,"{u'type': u'Point', u'coordinates': (-79.3994057535, 43.6744484436)}"
-79.39938376,43.67444826,7625766,1473,BP-19428,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,,11,,Ring,Temporarily Removed,0,312913.229,4837171.775,"{u'type': u'Point', u'coordinates': (-79.3993837659, 43.6744482622)}"
-79.38209316,43.65869588,7625767,1474,BP-19451,,,Walton St,North,Yonge St,West,,11,Downtown Yonge,Ring,Existing,0,314309.95,4835423.606,"{u'type': u'Point', u'coordinates': (-79.3820931641, 43.658695881)}"
-79.38212777,43.65868847,7625768,1475,BP-19452,,,Walton St,North,Yonge St,West,,11,Downtown Yonge,Ring,Existing,0,314307.16,4835422.779,"{u'type': u'Point', u'coordinates': (-79.3821277697, 43.6586884725)}"
